Food Name,Sample Code,Product Description,Food Group,Country of Origin,Sample Type,Sub Sample,Sample Collection Date,Reason Collected,Human Illness Flag,Sampling Location Type,Sampling Location City Name,Sampling Location Province,Sampling Location Country,Lab Name,Analysis Completion Date,Result Operator,Result Value,Units of measurement,Analyte Name,Analyte Group,LOD,LOQ,MDL,% Recovery,Basis for Result,Quality Assurance,Result Comments,Test Method Name,Test Method Code,Instrumentation,Method Comments,Project Code,Project Name,Project Description,Organization
"Soups, Meat, Canned",TDS2012-EE01-BPA,,"Ready-to-eat soups and broths, including canned, bottled, and frozen",Unknown,Composite,Yes,2012-01-01,Surveillance,No,Grocery Store,Vancouver,British Columbia,Canada,HC FD BCS FRD Food Packaging Chemicals,2012-01-01,=,90,ng/g,Bisphenol A (BPA),Food Packaging Chemicals,1,3.3,,,As consumed,Lab officially accredited for the relevant method during sampling and analysis,,Analysis of Bisphenol A,BPA_SPE.M,Gas chromatograph (GC)-Mass spectrometer (MS),,BCS.TDS2012.BPA,Total Diet Study 2012 BPA,,Health Canada
"Soups, Meat, Canned",TDS2016-EE01-BPA,"EE01 Soups, meat, canned/Soupes à la viande en conserve","Ready-to-eat soups and broths, including canned, bottled, and frozen",Unknown,Composite,Yes,2016-01-01,Surveillance,No,Grocery Store,Québec,Quebec,Canada,HC FD BCS FRD Food Packaging Chemicals,2016-01-01,=,25.25103741,ng/g,Bisphenol A (BPA),Food Packaging Chemicals,,,4.591457074,,As consumed,Lab successfully participated in relevant proficiency tests during sampling and analysis,,Analysis of Bisphenol A,BPA_SPE.M,Gas chromatograph (GC)-Mass spectrometer (MS),,BCS.TDS2016.BPA,Total Diet Study 2016 Bisphenol A,,Health Canada
"Soya Beverage, fortified",TDS2009-KK07-BPA,,"Soybean-based beverages, drinks, milk, and  soya yogurt",Unknown,Composite,Yes,2009-01-01,Surveillance,No,Grocery Store,Calgary,Alberta,Canada,HC FD BCS FRD Food Packaging Chemicals,2009-01-01,<LOD/MDL,0,ng/g,Bisphenol A (BPA),Food Packaging Chemicals,0.2,0.66,,,As consumed,Lab officially accredited for the relevant method during sampling and analysis,,Analysis of Bisphenol A,BPA_SPE.M,Gas chromatograph (GC)-Mass spectrometer (MS),,BCS.TDS2009.BPA,Total Diet Study 2009 Bisphenol A,,Health Canada
"Soya Beverage, fortified",TDS2010-KK07-BPA,,"Soybean-based beverages, drinks, milk, and  soya yogurt",Unknown,Composite,Yes,2010-01-01,Surveillance,No,Grocery Store,St. John's,Newfoundland and Labrador,Canada,HC FD BCS FRD Food Packaging Chemicals,2010-01-01,<LOD/MDL,0,ng/g,Bisphenol A (BPA),Food Packaging Chemicals,0.2,0.66,,,As consumed,Lab officially accredited for the relevant method during sampling and analysis,,Analysis of Bisphenol A,BPA_SPE.M,Gas chromatograph (GC)-Mass spectrometer (MS),,BCS.TDS2010.BPA,Total Diet Study 2010 Bisphenol A,,Health Canada
"Soya Beverage, fortified",TDS2011-KK07-BPA,,"Soybean-based beverages, drinks, milk, and  soya yogurt",Unknown,Composite,Yes,2011-01-01,Surveillance,No,Grocery Store,Ottawa,Ontario,Canada,HC FD BCS FRD Food Packaging Chemicals,2011-01-01,<LOD/MDL,0,ng/g,Bisphenol A (BPA),Food Packaging Chemicals,0.2,0.66,,,As consumed,Lab officially accredited for the relevant method during sampling and analysis,,Analysis of Bisphenol A,BPA_SPE.M,Gas chromatograph (GC)-Mass spectrometer (MS),,BCS.TDS2011.BPA,Total Diet Study 2011 Bisphenol A,,Health Canada
"Soya Beverage, fortified",TDS2012-KK07-BPA,,"Soybean-based beverages, drinks, milk, and  soya yogurt",Unknown,Composite,Yes,2012-01-01,Surveillance,No,Grocery Store,Vancouver,British Columbia,Canada,HC FD BCS FRD Food Packaging Chemicals,2012-01-01,<LOD/MDL,0,ng/g,Bisphenol A (BPA),Food Packaging Chemicals,0.2,0.66,,,As consumed,Lab officially accredited for the relevant method during sampling and analysis,,Analysis of Bisphenol A,BPA_SPE.M,Gas chromatograph (GC)-Mass spectrometer (MS),,BCS.TDS2012.BPA,Total Diet Study 2012 BPA,,Health Canada
"Soya Beverage, fortified",TDS2016-KK07-BPA,"KK07 Soy beverage, fortified/Boisson au soya enrichie","Soybean-based beverages, drinks, milk, and  soya yogurt",Unknown,Composite,Yes,2016-01-01,Surveillance,No,Grocery Store,Québec,Quebec,Canada,HC FD BCS FRD Food Packaging Chemicals,2016-01-01,<LOD/MDL,0,ng/g,Bisphenol A (BPA),Food Packaging Chemicals,,,0.914830284,,As consumed,Lab successfully participated in relevant proficiency tests during sampling and analysis,,Analysis of Bisphenol A,BPA_SPE.M,Gas chromatograph (GC)-Mass spectrometer (MS),,BCS.TDS2016.BPA,Total Diet Study 2016 Bisphenol A,,Health Canada
Soya Sauce,TDS2009-PP07-BPA,,Fermented soy sauce,Unknown,Composite,Yes,2009-01-01,Surveillance,No,Grocery Store,Calgary,Alberta,Canada,HC FD BCS FRD Food Packaging Chemicals,2009-01-01,<LOD/MDL,0,ng/g,Bisphenol A (BPA),Food Packaging Chemicals,0.2,0.66,,,As consumed,Lab officially accredited for the relevant method during sampling and analysis,,Analysis of Bisphenol A,BPA_SPE.M,Gas chromatograph (GC)-Mass spectrometer (MS),,BCS.TDS2009.BPA,Total Diet Study 2009 Bisphenol A,,Health Canada
Soya Sauce,TDS2010-PP07-BPA,,Fermented soy sauce,Unknown,Composite,Yes,2010-01-01,Surveillance,No,Grocery Store,St. John's,Newfoundland and Labrador,Canada,HC FD BCS FRD Food Packaging Chemicals,2010-01-01,=,0.22,ng/g,Bisphenol A (BPA),Food Packaging Chemicals,0.2,0.66,,,As consumed,Lab officially accredited for the relevant method during sampling and analysis,,Analysis of Bisphenol A,BPA_SPE.M,Gas chromatograph (GC)-Mass spectrometer (MS),,BCS.TDS2010.BPA,Total Diet Study 2010 Bisphenol A,,Health Canada
Soya Sauce,TDS2011-PP07-BPA,,Fermented soy sauce,Unknown,Composite,Yes,2011-01-01,Surveillance,No,Grocery Store,Ottawa,Ontario,Canada,HC FD BCS FRD Food Packaging Chemicals,2011-01-01,<LOD/MDL,0,ng/g,Bisphenol A (BPA),Food Packaging Chemicals,0.2,0.66,,,As consumed,Lab officially accredited for the relevant method during sampling and analysis,,Analysis of Bisphenol A,BPA_SPE.M,Gas chromatograph (GC)-Mass spectrometer (MS),,BCS.TDS2011.BPA,Total Diet Study 2011 Bisphenol A,,Health Canada
Soya Sauce,TDS2012-PP07-BPA,,Fermented soy sauce,Unknown,Composite,Yes,2012-01-01,Surveillance,No,Grocery Store,Vancouver,British Columbia,Canada,HC FD BCS FRD Food Packaging Chemicals,2012-01-01,<LOD/MDL,0,ng/g,Bisphenol A (BPA),Food Packaging Chemicals,0.2,0.66,,,As consumed,Lab officially accredited for the relevant method during sampling and analysis,,Analysis of Bisphenol A,BPA_SPE.M,Gas chromatograph (GC)-Mass spectrometer (MS),,BCS.TDS2012.BPA,Total Diet Study 2012 BPA,,Health Canada
Soya Sauce,TDS2016-PP07-BPA,PP07 Soya sauce/Sauce Soya,Fermented soy sauce,Unknown,Composite,Yes,2016-01-01,Surveillance,No,Grocery Store,Québec,Quebec,Canada,HC FD BCS FRD Food Packaging Chemicals,2016-01-01,<LOD/MDL,0,ng/g,Bisphenol A (BPA),Food Packaging Chemicals,,,2.586729284,,As consumed,Lab successfully participated in relevant proficiency tests during sampling and analysis,,Analysis of Bisphenol A,BPA_SPE.M,Gas chromatograph (GC)-Mass spectrometer (MS),,BCS.TDS2016.BPA,Total Diet Study 2016 Bisphenol A,,Health Canada
Spinach,TDS2009-GG22-BPA,,"Fresh Vegetables, Remaining",Unknown,Composite,Yes,2009-01-01,Surveillance,No,Grocery Store,Calgary,Alberta,Canada,HC FD BCS FRD Food Packaging Chemicals,2009-01-01,=,0.65,ng/g,Bisphenol A (BPA),Food Packaging Chemicals,0.38,1.3,,,As consumed,Lab officially accredited for the relevant method during sampling and analysis,,Analysis of Bisphenol A,BPA_SPE.M,Gas chromatograph (GC)-Mass spectrometer (MS),,BCS.TDS2009.BPA,Total Diet Study 2009 Bisphenol A,,Health Canada
Spinach,TDS2010-GG22-BPA,,"Fresh Vegetables, Remaining",Unknown,Composite,Yes,2010-01-01,Surveillance,No,Grocery Store,St. John's,Newfoundland and Labrador,Canada,HC FD BCS FRD Food Packaging Chemicals,2010-01-01,<LOD/MDL,0,ng/g,Bisphenol A (BPA),Food Packaging Chemicals,0.38,1.3,,,As consumed,Lab officially accredited for the relevant method during sampling and analysis,,Analysis of Bisphenol A,BPA_SPE.M,Gas chromatograph (GC)-Mass spectrometer (MS),,BCS.TDS2010.BPA,Total Diet Study 2010 Bisphenol A,,Health Canada
Spinach,TDS2011-GG22-BPA,,"Fresh Vegetables, Remaining",Unknown,Composite,Yes,2011-01-01,Surveillance,No,Grocery Store,Ottawa,Ontario,Canada,HC FD BCS FRD Food Packaging Chemicals,2011-01-01,=,0.4,ng/g,Bisphenol A (BPA),Food Packaging Chemicals,0.38,1.3,,,As consumed,Lab officially accredited for the relevant method during sampling and analysis,,Analysis of Bisphenol A,BPA_SPE.M,Gas chromatograph (GC)-Mass spectrometer (MS),,BCS.TDS2011.BPA,Total Diet Study 2011 Bisphenol A,,Health Canada
Spinach,TDS2012-GG22-BPA,,"Fresh Vegetables, Remaining",Unknown,Composite,Yes,2012-01-01,Surveillance,No,Grocery Store,Vancouver,British Columbia,Canada,HC FD BCS FRD Food Packaging Chemicals,2012-01-01,<LOD/MDL,0,ng/g,Bisphenol A (BPA),Food Packaging Chemicals,0.38,1.3,,,As consumed,Lab officially accredited for the relevant method during sampling and analysis,,Analysis of Bisphenol A,BPA_SPE.M,Gas chromatograph (GC)-Mass spectrometer (MS),,BCS.TDS2012.BPA,Total Diet Study 2012 BPA,,Health Canada
Spinach,TDS2016-GG22-BPA,GG22 Spinach (Cooked and raw spinach)/Épinards (cuits et crus),"Fresh Vegetables, Remaining",Unknown,Composite,Yes,2016-01-01,Surveillance,No,Grocery Store,Québec,Quebec,Canada,HC FD BCS FRD Food Packaging Chemicals,2016-01-01,<LOD/MDL,0,ng/g,Bisphenol A (BPA),Food Packaging Chemicals,,,2.52233962,,As consumed,Lab successfully participated in relevant proficiency tests during sampling and analysis,,Analysis of Bisphenol A,BPA_SPE.M,Gas chromatograph (GC)-Mass spectrometer (MS),,BCS.TDS2016.BPA,Total Diet Study 2016 Bisphenol A,,Health Canada
"Sugar, White Crystal",TDS2009-JJ09-BPA,,"White sugar, dextrose anhydrous, dextrose monohydrate, fructose",Unknown,Composite,Yes,2009-01-01,Surveillance,No,Grocery Store,Calgary,Alberta,Canada,HC FD BCS FRD Food Packaging Chemicals,2009-01-01,<LOD/MDL,0,ng/g,Bisphenol A (BPA),Food Packaging Chemicals,0.38,1.3,,,As consumed,Lab officially accredited for the relevant method during sampling and analysis,,Analysis of Bisphenol A,BPA_SPE.M,Gas chromatograph (GC)-Mass spectrometer (MS),,BCS.TDS2009.BPA,Total Diet Study 2009 Bisphenol A,,Health Canada
"Sugar, White Crystal",TDS2010-JJ09-BPA,,"White sugar, dextrose anhydrous, dextrose monohydrate, fructose",Unknown,Composite,Yes,2010-01-01,Surveillance,No,Grocery Store,St. John's,Newfoundland and Labrador,Canada,HC FD BCS FRD Food Packaging Chemicals,2010-01-01,<LOD/MDL,0,ng/g,Bisphenol A (BPA),Food Packaging Chemicals,0.38,1.3,,,As consumed,Lab officially accredited for the relevant method during sampling and analysis,,Analysis of Bisphenol A,BPA_SPE.M,Gas chromatograph (GC)-Mass spectrometer (MS),,BCS.TDS2010.BPA,Total Diet Study 2010 Bisphenol A,,Health Canada
"Sugar, White Crystal",TDS2011-JJ09-BPA,,"White sugar, dextrose anhydrous, dextrose monohydrate, fructose",Unknown,Composite,Yes,2011-01-01,Surveillance,No,Grocery Store,Ottawa,Ontario,Canada,HC FD BCS FRD Food Packaging Chemicals,2011-01-01,=,0.24,ng/g,Bisphenol A (BPA),Food Packaging Chemicals,0.38,1.3,,,As consumed,Lab officially accredited for the relevant method during sampling and analysis,,Analysis of Bisphenol A,BPA_SPE.M,Gas chromatograph (GC)-Mass spectrometer (MS),,BCS.TDS2011.BPA,Total Diet Study 2011 Bisphenol A,,Health Canada
"Sugar, White Crystal",TDS2012-JJ09-BPA,,"White sugar, dextrose anhydrous, dextrose monohydrate, fructose",Unknown,Composite,Yes,2012-01-01,Surveillance,No,Grocery Store,Vancouver,British Columbia,Canada,HC FD BCS FRD Food Packaging Chemicals,2012-01-01,<LOD/MDL,0,ng/g,Bisphenol A (BPA),Food Packaging Chemicals,0.38,1.3,,,As consumed,Lab officially accredited for the relevant method during sampling and analysis,,Analysis of Bisphenol A,BPA_SPE.M,Gas chromatograph (GC)-Mass spectrometer (MS),,BCS.TDS2012.BPA,Total Diet Study 2012 BPA,,Health Canada
"Sugar, White Crystal",TDS2016-JJ09-BPA,"JJ09 Sugar, white/Sucre blanc","White sugar, dextrose anhydrous, dextrose monohydrate, fructose",Unknown,Composite,Yes,2016-01-01,Surveillance,No,Grocery Store,Québec,Quebec,Canada,HC FD BCS FRD Food Packaging Chemicals,2016-01-01,<LOD/MDL,0,ng/g,Bisphenol A (BPA),Food Packaging Chemicals,,,1.114140145,,As consumed,Lab successfully participated in relevant proficiency tests during sampling and analysis,,Analysis of Bisphenol A,BPA_SPE.M,Gas chromatograph (GC)-Mass spectrometer (MS),,BCS.TDS2016.BPA,Total Diet Study 2016 Bisphenol A,,Health Canada
"Tap Water, Kitchen",TDS2009-PP08-BPA,,Tap or well water,Unknown,Composite,Yes,2009-01-01,Surveillance,No,Grocery Store,Calgary,Alberta,Canada,HC FD BCS FRD Food Packaging Chemicals,2009-01-01,<LOD/MDL,0,ng/g,Bisphenol A (BPA),Food Packaging Chemicals,0.2,0,,,As consumed,Lab officially accredited for the relevant method during sampling and analysis,LOD corrected and LOQ removed 2020-12-31 HL,Analysis of Bisphenol A,BPA_SPE.M,Gas chromatograph (GC)-Mass spectrometer (MS),,BCS.TDS2009.BPA,Total Diet Study 2009 Bisphenol A,,Health Canada
"Tap Water, Kitchen",TDS2010-PP08-BPA,,Tap or well water,Unknown,Composite,Yes,2010-01-01,Surveillance,No,Grocery Store,St. John's,Newfoundland and Labrador,Canada,HC FD BCS FRD Food Packaging Chemicals,2010-01-01,<LOD/MDL,0,ng/g,Bisphenol A (BPA),Food Packaging Chemicals,0.2,0,,,As consumed,Lab officially accredited for the relevant method during sampling and analysis,LOD corrected and LOQ removed 2020-12-31 HL,Analysis of Bisphenol A,BPA_SPE.M,Gas chromatograph (GC)-Mass spectrometer (MS),,BCS.TDS2010.BPA,Total Diet Study 2010 Bisphenol A,,Health Canada
"Tap Water, Kitchen",TDS2011-PP08-BPA,,Tap or well water,Unknown,Composite,Yes,2011-01-01,Surveillance,No,Grocery Store,Ottawa,Ontario,Canada,HC FD BCS FRD Food Packaging Chemicals,2011-01-01,<LOD/MDL,0,ng/g,Bisphenol A (BPA),Food Packaging Chemicals,0.2,0,,,As consumed,Lab officially accredited for the relevant method during sampling and analysis,LOD corrected and LOQ removed 2020-12-31 HL,Analysis of Bisphenol A,BPA_SPE.M,Gas chromatograph (GC)-Mass spectrometer (MS),,BCS.TDS2011.BPA,Total Diet Study 2011 Bisphenol A,,Health Canada
"Tap Water, Kitchen",TDS2012-PP08-BPA,,Tap or well water,Unknown,Composite,Yes,2012-01-01,Surveillance,No,Grocery Store,Vancouver,British Columbia,Canada,HC FD BCS FRD Food Packaging Chemicals,2012-01-01,<LOD/MDL,0,ng/g,Bisphenol A (BPA),Food Packaging Chemicals,0.2,0,,,As consumed,Lab officially accredited for the relevant method during sampling and analysis,"LOD corrected, LOQ removed 2021-01-04 HL",Analysis of Bisphenol A,BPA_SPE.M,Gas chromatograph (GC)-Mass spectrometer (MS),,BCS.TDS2012.BPA,Total Diet Study 2012 BPA,,Health Canada
"Tap Water, Kitchen",TDS2016-PP08-BPA,"PP08 Deionized water, kitchen (Used for food prep)/Eau désionisée de la cuisine (utilisée pour la préparation des aliments)",Tap or well water,Unknown,Composite,Yes,2016-01-01,Surveillance,No,Grocery Store,Québec,Quebec,Canada,HC FD BCS FRD Food Packaging Chemicals,2016-01-01,<LOD/MDL,0,ng/g,Bisphenol A (BPA),Food Packaging Chemicals,,,0.533046088,,As consumed,Lab successfully participated in relevant proficiency tests during sampling and analysis,,Analysis of Bisphenol A,BPA_SPE.M,Gas chromatograph (GC)-Mass spectrometer (MS),,BCS.TDS2016.BPA,Total Diet Study 2016 Bisphenol A,,Health Canada
"Tap Water, Sample Area",TDS2009-PP09-BPA,,Tap or well water,Unknown,Composite,Yes,2009-01-01,Surveillance,No,Grocery Store,Calgary,Alberta,Canada,HC FD BCS FRD Food Packaging Chemicals,2009-01-01,<LOD/MDL,0,ng/g,Bisphenol A (BPA),Food Packaging Chemicals,0.2,0,,,As consumed,Lab officially accredited for the relevant method during sampling and analysis,LOD corrected and LOQ removed 2020-12-31 HL,Analysis of Bisphenol A,BPA_SPE.M,Gas chromatograph (GC)-Mass spectrometer (MS),,BCS.TDS2009.BPA,Total Diet Study 2009 Bisphenol A,,Health Canada
"Tap Water, Sample Area",TDS2010-PP09-BPA,,Tap or well water,Unknown,Composite,Yes,2010-01-01,Surveillance,No,Grocery Store,St. John's,Newfoundland and Labrador,Canada,HC FD BCS FRD Food Packaging Chemicals,2010-01-01,<LOD/MDL,0,ng/g,Bisphenol A (BPA),Food Packaging Chemicals,0.2,0,,,As consumed,Lab officially accredited for the relevant method during sampling and analysis,LOD corrected and LOQ removed 2020-12-31 HL,Analysis of Bisphenol A,BPA_SPE.M,Gas chromatograph (GC)-Mass spectrometer (MS),,BCS.TDS2010.BPA,Total Diet Study 2010 Bisphenol A,,Health Canada
"Tap Water, Sample Area",TDS2011-PP09-BPA,,Tap or well water,Unknown,Composite,Yes,2011-01-01,Surveillance,No,Grocery Store,Ottawa,Ontario,Canada,HC FD BCS FRD Food Packaging Chemicals,2011-01-01,<LOD/MDL,0,ng/g,Bisphenol A (BPA),Food Packaging Chemicals,0.2,0,,,As consumed,Lab officially accredited for the relevant method during sampling and analysis,LOD corrected and LOQ removed 2020-12-31 HL,Analysis of Bisphenol A,BPA_SPE.M,Gas chromatograph (GC)-Mass spectrometer (MS),,BCS.TDS2011.BPA,Total Diet Study 2011 Bisphenol A,,Health Canada
"Tap Water, Sample Area",TDS2012-PP09-BPA,,Tap or well water,Unknown,Composite,Yes,2012-01-01,Surveillance,No,Grocery Store,Vancouver,British Columbia,Canada,HC FD BCS FRD Food Packaging Chemicals,2012-01-01,<LOD/MDL,0,ng/g,Bisphenol A (BPA),Food Packaging Chemicals,0.2,0,,,As consumed,Lab officially accredited for the relevant method during sampling and analysis,"LOD corrected, LOQ removed 2021-01-04 HL",Analysis of Bisphenol A,BPA_SPE.M,Gas chromatograph (GC)-Mass spectrometer (MS),,BCS.TDS2012.BPA,Total Diet Study 2012 BPA,,Health Canada
"Tap Water, Sample Area",TDS2016-PP09-BPA,"PP09 Tap water, Québec area/Eau du robinet, région de Québec",Tap or well water,Unknown,Composite,Yes,2016-01-01,Surveillance,No,Grocery Store,Québec,Quebec,Canada,HC FD BCS FRD Food Packaging Chemicals,2016-01-01,<LOD/MDL,0,ng/g,Bisphenol A (BPA),Food Packaging Chemicals,,,1.087758681,,As consumed,Lab successfully participated in relevant proficiency tests during sampling and analysis,,Analysis of Bisphenol A,BPA_SPE.M,Gas chromatograph (GC)-Mass spectrometer (MS),,BCS.TDS2016.BPA,Total Diet Study 2016 Bisphenol A,,Health Canada
Tea,TDS2009-KK06-BPA,,"Coffee and substitutes, tea, hot cereal and grain beverages, excl cocoa",Unknown,Composite,Yes,2009-01-01,Surveillance,No,Grocery Store,Calgary,Alberta,Canada,HC FD BCS FRD Food Packaging Chemicals,2009-01-01,<LOD/MDL,0,ng/g,Bisphenol A (BPA),Food Packaging Chemicals,0.2,0.66,,,As consumed,Lab officially accredited for the relevant method during sampling and analysis,,Analysis of Bisphenol A,BPA_SPE.M,Gas chromatograph (GC)-Mass spectrometer (MS),,BCS.TDS2009.BPA,Total Diet Study 2009 Bisphenol A,,Health Canada
Tea,TDS2010-KK06-BPA,,"Coffee and substitutes, tea, hot cereal and grain beverages, excl cocoa",Unknown,Composite,Yes,2010-01-01,Surveillance,No,Grocery Store,St. John's,Newfoundland and Labrador,Canada,HC FD BCS FRD Food Packaging Chemicals,2010-01-01,<LOD/MDL,0,ng/g,Bisphenol A (BPA),Food Packaging Chemicals,0.2,0.66,,,As consumed,Lab officially accredited for the relevant method during sampling and analysis,,Analysis of Bisphenol A,BPA_SPE.M,Gas chromatograph (GC)-Mass spectrometer (MS),,BCS.TDS2010.BPA,Total Diet Study 2010 Bisphenol A,,Health Canada
Tea,TDS2011-KK06-BPA,,"Coffee and substitutes, tea, hot cereal and grain beverages, excl cocoa",Unknown,Composite,Yes,2011-01-01,Surveillance,No,Grocery Store,Ottawa,Ontario,Canada,HC FD BCS FRD Food Packaging Chemicals,2011-01-01,=,0.68,ng/g,Bisphenol A (BPA),Food Packaging Chemicals,0.2,0.66,,,As consumed,Lab officially accredited for the relevant method during sampling and analysis,,Analysis of Bisphenol A,BPA_SPE.M,Gas chromatograph (GC)-Mass spectrometer (MS),,BCS.TDS2011.BPA,Total Diet Study 2011 Bisphenol A,,Health Canada
Tea,TDS2012-KK06-BPA,,"Coffee and substitutes, tea, hot cereal and grain beverages, excl cocoa",Unknown,Composite,Yes,2012-01-01,Surveillance,No,Grocery Store,Vancouver,British Columbia,Canada,HC FD BCS FRD Food Packaging Chemicals,2012-01-01,<LOD/MDL,0,ng/g,Bisphenol A (BPA),Food Packaging Chemicals,0.2,0.66,,,As consumed,Lab officially accredited for the relevant method during sampling and analysis,,Analysis of Bisphenol A,BPA_SPE.M,Gas chromatograph (GC)-Mass spectrometer (MS),,BCS.TDS2012.BPA,Total Diet Study 2012 BPA,,Health Canada
Tea,TDS2016-KK06-BPA,KK06 Tea (Black tea)/Thé (thé noir),"Coffee and substitutes, tea, hot cereal and grain beverages, excl cocoa",Unknown,Composite,Yes,2016-01-01,Surveillance,No,Grocery Store,Québec,Quebec,Canada,HC FD BCS FRD Food Packaging Chemicals,2016-01-01,<LOD/MDL,0,ng/g,Bisphenol A (BPA),Food Packaging Chemicals,,,1.55368026,,As consumed,Lab successfully participated in relevant proficiency tests during sampling and analysis,,Analysis of Bisphenol A,BPA_SPE.M,Gas chromatograph (GC)-Mass spectrometer (MS),,BCS.TDS2016.BPA,Total Diet Study 2016 Bisphenol A,,Health Canada
